id,personnelCode,fullName,dateOfBirth,gender,placeOfOrigin,birthPlace,ethnicity,religion,category,managingOrgan,managingOrganAssignedBy,managingOrganAssignedAt,managingOrganReason,unitId,status,militaryIdNumber,militaryRank,position,enlistmentDate,dischargeDate,studentIdNumber,employeeIdNumber,educationLevel,specialization,version,deletedAt,deletedBy,createdAt,updatedAt
cmlul7xrp013ft7xrqj485649,CB00144,Nguyễn Văn Phong,1994-10-18 02:28:54.481,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000144,Thượng tá,P.Trưởng phòng,1995-01-23 06:27:50.537,,,,,,1,,,2026-02-20 07:47:46.742,2026-02-20 07:47:46.742
cmlul7xrt013ht7xrxag7onfn,CB00145,Vũ Quang Hòa,1965-06-02 06:49:41.855,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000145,Đại tá,P.Trưởng phòng,1998-07-10 15:33:54.72,,,,,,1,,,2026-02-20 07:47:46.746,2026-02-20 07:47:46.746
cmlul7xrx013jt7xrhxtn2vnt,CB00146,Tạ Văn Thức,1969-01-31 04:35:26.629,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000146,Thượng tá,Trưởng ban,2014-06-09 12:58:10.862,,,,,,1,,,2026-02-20 07:47:46.749,2026-02-20 07:47:46.749
cmlul7xs0013lt7xrlnww0ynv,CB00147,Nguyễn Văn Dũng,1966-04-15 18:07:47.519,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000147,Đại tá,P.Trưởng ban,2003-11-19 10:07:14.103,,,,,,1,,,2026-02-20 07:47:46.753,2026-02-20 07:47:46.753
cmlul7xs4013nt7xrgsfca77u,CB00148,Nguyễn Thanh Bình,1969-04-07 08:53:04.106,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000148,Thượng tá,Trưởng ban,2004-12-18 05:18:34.692,,,,,,1,,,2026-02-20 07:47:46.756,2026-02-20 07:47:46.756
cmlul7xs8013pt7xrqu7fgnf7,CB00149,Nguyễn Tiến Lâm,1998-07-09 10:37:53.347,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000149,Trung tá,Chỉ huy trưởng,2006-09-22 15:45:53.621,,,,,,1,,,2026-02-20 07:47:46.76,2026-02-20 07:47:46.76
cmlul7xsb013rt7xrudxpmf3b,CB00150,Phạm Hoàng Tuyên,1981-03-03 22:42:29.281,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000150,Thượng úy,Trợ lý tuyển sinh,2014-02-06 10:10:16.041,,,,,,1,,,2026-02-20 07:47:46.764,2026-02-20 07:47:46.764
cmlul7xsf013tt7xr07acbb90,CB00151,Nguyễn Ngọc Sơn,1974-04-11 16:18:48.123,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000151,Đại tá,Trưởng phòng,2005-02-11 04:28:41.881,,,,,,1,,,2026-02-20 07:47:46.767,2026-02-20 07:47:46.767
cmlul7xsj013vt7xre3ci67s6,CB00152,Đỗ Duy Thắng,1962-05-27 00:05:22.402,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000152,Đại tá,P.Trưởng phòng,2009-07-29 00:38:36,,,,,,1,,,2026-02-20 07:47:46.771,2026-02-20 07:47:46.771
cmlul7xsm013xt7xr05pa6q1n,CB00153,Đặng Chính Nghĩa,1964-12-19 17:11:52.731,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000153,Đại tá,P.Trưởng phòng,2007-08-26 15:02:35.839,,,,,,1,,,2026-02-20 07:47:46.774,2026-02-20 07:47:46.774
cmlul7xsq013zt7xrbtanyhmp,CB00154,Lê Quang Vịnh,1972-06-13 21:15:05.789,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000154,Thượng tá,Trưởng ban,2000-11-13 19:23:22.576,,,,,,1,,,2026-02-20 07:47:46.778,2026-02-20 07:47:46.778
cmlul7xst0141t7xrviqpg3pc,CB00155,System Administrator,1998-02-26 17:28:34.294,MALE,,,,,CONG_NHAN_VIEN,,,,,cmkkzk89s0001qf08pwgnquki,DANG_CONG_TAC,QN00000155,Trung tá,Trợ lý,2015-09-23 09:13:56.455,,,,,,1,,,2026-02-20 07:47:46.782,2026-02-20 07:47:46.782
cmlul7xsx0143t7xrc8spp4i1,CB00156,Trần Văn Huấn,1966-10-26 04:16:42.155,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000156,Đại tá,Trưởng ban,2010-07-08 00:08:47.034,,,,,,1,,,2026-02-20 07:47:46.786,2026-02-20 07:47:46.786
cmlul7xt10145t7xroht1fcf3,CB00157,Lê Việt Cường,1984-12-09 09:42:27.697,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzb40009tsi2ft5yc2qm,DANG_CONG_TAC,QN00000157,Đại tá,P. Chủ nhiệm Chính trị,2002-09-01 14:57:51.01,,,,,,1,,,2026-02-20 07:47:46.789,2026-02-20 07:47:46.789
cmlul7xt40147t7xrf268l1hk,CB00158,Đỗ Đức Tùng,1990-03-29 01:03:36.873,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000158,Đại tá,P. Chủ nhiệm Chính trị,2007-03-17 16:11:17.64,,,,,,1,,,2026-02-20 07:47:46.793,2026-02-20 07:47:46.793
cmlul7xt70149t7xrcnku1arw,CB00159,Nguyễn Ngọc Hải,1994-08-26 07:10:15.603,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzb40009tsi2ft5yc2qm,DANG_CONG_TAC,QN00000159,Đại tá,PCN UBKT,2010-08-07 09:06:27.146,,,,,,1,,,2026-02-20 07:47:46.796,2026-02-20 07:47:46.796
cmlul7xtb014bt7xrjk7ir1rg,CB00160,Hoàng Đình Huân,1965-08-19 11:05:56.9,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000160,Đại tá,Trưởng ban,2009-11-18 15:54:20.987,,,,,,1,,,2026-02-20 07:47:46.8,2026-02-20 07:47:46.8
cmlul7xtf014dt7xrf6fl7rdk,CB00161,Bùi Văn Dinh,1973-05-03 21:40:38.244,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000161,Thượng tá,Trưởng ban,2007-11-10 10:46:03.719,,,,,,1,,,2026-02-20 07:47:46.803,2026-02-20 07:47:46.803
cmlul7xti014ft7xronnp7hzz,CB00162,Chử Anh Tuấn,1983-12-14 21:21:18.22,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000162,Trung tá,Trưởng ban,2005-06-06 09:21:28.954,,,,,,1,,,2026-02-20 07:47:46.807,2026-02-20 07:47:46.807
cmlul7xtm014ht7xre7qnpz18,CB00163,Trần Hùng Cường,1984-11-23 11:57:43.567,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000163,Thượng tá,Trưởng ban,1999-02-05 23:45:45.101,,,,,,1,,,2026-02-20 07:47:46.811,2026-02-20 07:47:46.811
cmlul7xtq014jt7xrmllkprov,CB00164,Vũ Ba Duy,1968-02-02 18:01:20.333,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000164,Trung tá,Trưởng ban,1997-03-10 10:32:55.415,,,,,,1,,,2026-02-20 07:47:46.814,2026-02-20 07:47:46.814
cmlul7xtt014lt7xrqxgq9fay,CB00165,Bùi Huy Hoàng,1999-07-11 16:43:08.149,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzb40009tsi2ft5yc2qm,DANG_CONG_TAC,QN00000165,Thượng tá,UVCT UBKT,2012-12-23 14:01:12.191,,,,,,1,,,2026-02-20 07:47:46.818,2026-02-20 07:47:46.818
cmlul7xtx014nt7xr6sjaj4fm,CB00166,Nguyễn Văn Cao,1964-08-28 09:22:40.89,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000166,Trung tá,Trợ lý Chính sách,2003-12-15 14:46:54.111,,,,,,1,,,2026-02-20 07:47:46.821,2026-02-20 07:47:46.821
cmlul7xu0014pt7xrm702m3sm,CB00167,Đỗ Đức Dương,1972-06-18 15:37:48.799,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000167,Thượng úy,Trợ lý,2015-02-14 01:18:45.441,,,,,,1,,,2026-02-20 07:47:46.825,2026-02-20 07:47:46.825
cmlul7xu4014rt7xr1vs37yai,CB00168,Tô Văn Tiệp,1988-06-03 06:12:33.468,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000168,Trung tá,Trợ lý,2008-10-09 21:21:10.024,,,,,,1,,,2026-02-20 07:47:46.828,2026-02-20 07:47:46.828
cmlul7xu8014tt7xre6xe16ks,CB00169,Lê Đình Quân,1977-03-12 15:52:21.901,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000169,Thượng tá,Trưởng phòng,2007-12-10 09:20:40.323,,,,,,1,,,2026-02-20 07:47:46.832,2026-02-20 07:47:46.832
cmlul7xub014vt7xr55gyyos6,CB00170,Vũ Văn Tiến,1996-03-13 23:16:41.391,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000170,Đại tá,P. Trưởng phòng,1999-07-12 05:30:42.802,,,,,,1,,,2026-02-20 07:47:46.836,2026-02-20 07:47:46.836
cmlul7xuf014xt7xruurhmucb,CB00171,Đặng Hiếu Minh,1966-04-17 01:02:22.556,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000171,Trung tá,P. Trưởng phòng,2006-12-04 02:34:26.827,,,,,,1,,,2026-02-20 07:47:46.839,2026-02-20 07:47:46.839
cmlul7xuj014zt7xr2voc3t0r,CB00172,Đỗ Văn Duy,1965-04-15 14:14:09.606,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000172,Thiếu tá,Trưởng ban,2001-06-21 00:45:39.721,,,,,,1,,,2026-02-20 07:47:46.843,2026-02-20 07:47:46.843
cmlul7xum0151t7xr8swo49ho,CB00173,Nguyễn Văn Bằng,1980-01-11 09:42:57.028,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000173,Thiếu tá,Trưởng ban,2008-01-05 01:44:08.747,,,,,,1,,,2026-02-20 07:47:46.846,2026-02-20 07:47:46.846
cmlul7xuq0153t7xrcnsovitz,CB00174,Bùi văn Đôn,1979-09-19 19:01:34.808,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000174,Trung tá,Trưởng ban,2006-05-23 20:19:07.06,,,,,,1,,,2026-02-20 07:47:46.85,2026-02-20 07:47:46.85
cmlul7xut0155t7xrxwk6w4eu,CB00175,Trần Thị Kim Thoa,1974-12-17 01:41:04.113,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000175,Đại tá,Trưởng ban,2006-05-07 15:52:40.714,,,,,,1,,,2026-02-20 07:47:46.854,2026-02-20 07:47:46.854
cmlul7xux0157t7xrxh8l75vz,CB00176,Hoàng Minh Tứ,1984-02-09 02:14:44.667,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000176,Thiếu tá,Q. Trưởng ban,2000-10-16 15:37:27.821,,,,,,1,,,2026-02-20 07:47:46.857,2026-02-20 07:47:46.857
cmlul7xv00159t7xrvbxumkqi,CB00177,Nguyễn Mạnh Thắng,1984-05-27 16:48:17.596,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000177,Trung tá,Trưởng ban,1997-08-25 00:57:12.927,,,,,,1,,,2026-02-20 07:47:46.861,2026-02-20 07:47:46.861
cmlul7xv4015bt7xrvconiyam,CB00178,Dương Anh Văn,1974-06-19 09:52:32.275,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000178,Trung tá,Trưởng ban,1995-07-03 13:58:17.815,,,,,,1,,,2026-02-20 07:47:46.865,2026-02-20 07:47:46.865
cmlul7xv8015dt7xrc1rckgrb,CB00179,Vũ Xuân Giang,1993-04-14 00:16:57.197,MALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000179,Trung tá,Bệnh xá trưởng,1998-03-05 22:14:52.705,,,,,,1,,,2026-02-20 07:47:46.868,2026-02-20 07:47:46.868
cmlul7xvb015ft7xrqr27cxv6,CB00180,Nguyễn Văn Dũng,1979-09-18 01:36:17.569,FEMALE,,,,,CONG_NHAN_VIEN,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000180,Trung tá,Trợ lý,1998-11-02 17:38:11.14,,,,,,1,,,2026-02-20 07:47:46.872,2026-02-20 07:47:46.872
cmlul7xvf015ht7xrb08yi4h5,CB00181,Hoàng Văn Khoa,1979-08-22 14:34:16.615,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000181,Thượng tá,P.Chủ nhiệm bộ môn,2015-02-17 04:48:38.604,,,,,,1,,,2026-02-20 07:47:46.875,2026-02-20 07:47:46.875
cmlul7xvj015jt7xro96dz4kh,CB00182,Nguyễn Đức Hạnh,1979-03-09 00:40:34.257,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000182,Đại tá,P. Chủ nhiệm bộ môn,2010-04-02 06:48:57.261,,,,,,1,,,2026-02-20 07:47:46.879,2026-02-20 07:47:46.879
cmlul7xvm015lt7xr7cmkwikj,CB00183,Phạm Ngọc Nhân,1995-03-21 21:06:14.454,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000183,Thượng tá,Chủ nhiệm khoa,2003-06-26 07:15:21.1,,,,,,1,,,2026-02-20 07:47:46.883,2026-02-20 07:47:46.883
cmlul7xvq015nt7xr5gfahfru,CB00184,Nguyễn Văn Ký,1982-07-13 09:02:37.526,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000184,Đại tá,P. Chủ nhiệm khoa,2015-10-07 11:15:03.971,,,,,,1,,,2026-02-20 07:47:46.886,2026-02-20 07:47:46.886
cmlul7xvt015pt7xral7ssn9d,CB00185,Nguyễn Việt Hà,1977-08-02 21:41:55.565,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000185,Đại tá,Chủ nhiệm bộ môn,1995-04-22 09:40:49.044,,,,,,1,,,2026-02-20 07:47:46.89,2026-02-20 07:47:46.89
cmlul7xvx015rt7xr25ahes9o,CB00186,Phạm Hữu Hùng,1980-02-24 17:23:42.336,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000186,Thượng tá,Chủ nhiệm bộ môn,2010-11-18 16:12:06.203,,,,,,1,,,2026-02-20 07:47:46.893,2026-02-20 07:47:46.893
cmlul7xw0015tt7xrpqhfigyl,CB00187,Nguyễn Tuấn Lê,1986-09-11 02:27:02.693,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000187,Thượng tá,PT. Chủ nhiệm bộ môn,2001-02-13 09:52:11.802,,,,,,1,,,2026-02-20 07:47:46.897,2026-02-20 07:47:46.897
cmlul7xw4015vt7xrlz08gsik,CB00188,Vũ Hồng Hà,1980-11-21 14:24:54.41,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000188,Thượng tá,P.Chủ nhiệm bộ môn,1996-04-30 04:08:34.579,,,,,,1,,,2026-02-20 07:47:46.9,2026-02-20 07:47:46.9
cmlul7xw8015xt7xrsker8iw5,CB00189,Tống Quang Tập,1975-09-30 07:23:33.168,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000189,Thượng tá,P.Chủ nhiệm bộ môn,2009-05-14 19:45:13.419,,,,,,1,,,2026-02-20 07:47:46.904,2026-02-20 07:47:46.904
cmlul7xwc015zt7xrlc9db1nr,CB00190,Nguyễn Văn Lân,1989-05-19 23:57:56.164,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000190,Đại tá,P.Chủ nhiệm bộ môn,2014-10-20 14:10:58.651,,,,,,1,,,2026-02-20 07:47:46.908,2026-02-20 07:47:46.908
cmlul7xwg0161t7xrd3kp6385,CB00191,Bùi Nam Hưng,1961-09-02 18:26:06.822,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000191,Đại tá,Chủ nhiệm khoa,1995-10-08 16:10:11.556,,,,,,1,,,2026-02-20 07:47:46.912,2026-02-20 07:47:46.912
cmlul7xwj0163t7xrhapi60vf,CB00192,Đoàn Quyết Thắng,1985-04-14 19:33:31.599,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000192,Đại tá,P.Chủ nhiệm khoa,1999-07-18 02:02:43.518,,,,,,1,,,2026-02-20 07:47:46.916,2026-02-20 07:47:46.916
cmlul7xwn0165t7xrvjomvjro,CB00193,Nguyễn Hữu Hoạt,1998-11-07 09:31:40.905,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000193,Đại tá,Chủ nhiệm bộ môn,2001-08-12 10:51:11.789,,,,,,1,,,2026-02-20 07:47:46.92,2026-02-20 07:47:46.92
cmlul7xwr0167t7xrjsh244yl,CB00194,Lê Việt Thắng,1978-08-11 10:47:40.309,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000194,Đại tá,Chủ nhiệm bộ môn,2003-05-15 00:26:58.141,,,,,,1,,,2026-02-20 07:47:46.923,2026-02-20 07:47:46.923
cmlul7xwv0169t7xr9upobc35,CB00195,Đồng Thái Quang,1974-05-10 05:05:51.155,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000195,Thượng tá,Chủ nhiệm bộ môn,2015-10-11 02:48:52.941,,,,,,1,,,2026-02-20 07:47:46.927,2026-02-20 07:47:46.927
cmlul7xwy016bt7xrxenfnx1y,CB00196,Bùi Đức Tuấn,1972-03-06 19:09:37.708,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000196,Đại tá,Chủ nhiệm bộ môn,1995-04-29 03:51:11.347,,,,,,1,,,2026-02-20 07:47:46.931,2026-02-20 07:47:46.931
cmlul7xx2016dt7xrc87tlrpg,CB00197,Vũ Văn Long,1998-08-23 11:14:10.408,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000197,Đại tá,P. Chủ nhiệm bộ môn,2013-12-31 05:04:02.785,,,,,,1,,,2026-02-20 07:47:46.934,2026-02-20 07:47:46.934
cmlul7xx5016ft7xrpmr5kzal,CB00198,Lương Tiến Lực,1984-11-03 21:14:13.607,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000198,Đại tá,P. Chủ nhiệm bộ môn,1996-09-28 15:20:29.003,,,,,,1,,,2026-02-20 07:47:46.938,2026-02-20 07:47:46.938
cmlul7xx9016ht7xrcpr2oi0f,CB00199,Nguyễn Vương Bình,1976-07-04 14:33:25.905,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000199,Đại tá,P.Chủ nhiệm bộ môn,1997-07-03 15:47:18.415,,,,,,1,,,2026-02-20 07:47:46.941,2026-02-20 07:47:46.941
cmlul7xxd016jt7xrmkxmsq9v,CB00200,Lê Khả Hòa,1968-12-21 23:06:34.96,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzbq000ttsi2xsodpuh7,DANG_CONG_TAC,QN00000200,Trung tá,PT. Chủ nhiệm khoa,2014-11-26 10:25:02.523,,,,,,1,,,2026-02-20 07:47:46.945,2026-02-20 07:47:46.945
cmlul7xxh016lt7xrf28qo800,CB00201,Nguyễn Sơn Nam,1988-05-15 06:36:47.626,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000201,Đại tá,P.Chủ nhiệm khoa,1997-07-11 17:22:14.117,,,,,,1,,,2026-02-20 07:47:46.949,2026-02-20 07:47:46.949
cmlul7xxk016nt7xrf1baix02,CB00202,Phạm Văn Tăng,1984-10-18 04:39:39.589,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000202,Đại tá,Chủ nhiệm bộ môn,2008-01-27 01:16:59.239,,,,,,1,,,2026-02-20 07:47:46.952,2026-02-20 07:47:46.952
cmlul7xxo016pt7xri9smplim,CB00203,Nguyễn Hữu Tú,1973-07-18 12:21:51.23,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000203,Trung tá,Chủ nhiệm bộ môn,2011-07-20 22:51:16.703,,,,,,1,,,2026-02-20 07:47:46.956,2026-02-20 07:47:46.956
cmlul7xxr016rt7xr7biwcyp1,CB00204,Nguyễn Thị Thu Giang,1996-02-11 02:18:07.108,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000204,Đại tá,Chủ nhiệm bộ môn,2003-11-08 05:59:40.423,,,,,,1,,,2026-02-20 07:47:46.96,2026-02-20 07:47:46.96
cmlul7xxv016tt7xr0bbcryso,CB00205,Nguyễn Văn Trung,1983-03-29 04:11:19.427,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000205,Đại tá,Chủ nhiệm bộ môn,2007-10-19 03:52:31.613,,,,,,1,,,2026-02-20 07:47:46.963,2026-02-20 07:47:46.963
cmlul7xxz016vt7xrly1wkwtx,CB00206,Trần Thị Vân Anh,1972-08-06 09:00:04.933,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000206,Đại tá,Chủ nhiệm bộ môn,2015-05-24 05:22:59.503,,,,,,1,,,2026-02-20 07:47:46.967,2026-02-20 07:47:46.967
cmlul7xy2016xt7xr5ioautiz,CB00207,Nguyễn Thị Bích Hường,1965-06-24 14:35:58.533,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000207,Trung tá,Chủ nhiệm bộ môn,2002-03-02 19:06:25.691,,,,,,1,,,2026-02-20 07:47:46.97,2026-02-20 07:47:46.97
cmlul7xy6016zt7xrmr6l6wp4,CB00208,Nguyễn Văn Thành,2000-06-11 20:23:00.028,FEMALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000208,Thượng tá,P. Chủ nhiệm bộ môn,2012-01-10 22:16:37.62,,,,,,1,,,2026-02-20 07:47:46.974,2026-02-20 07:47:46.974
cmlul7xy90171t7xr5rsa5xyp,CB00209,Nguyễn Thành Trung,1991-02-25 10:10:43.556,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000209,Thượng tá,P. Chủ nhiệm bộ môn,2006-10-06 09:21:24.274,,,,,,1,,,2026-02-20 07:47:46.978,2026-02-20 07:47:46.978
cmlul7xyd0173t7xr1vwv14rs,CB00210,Cao Thị Lan Hương,1996-09-20 12:22:37.251,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzbs000vtsi2mzykuz68,DANG_CONG_TAC,QN00000210,Đại tá,Chủ nhiệm khoa,2014-01-22 18:33:42.569,,,,,,1,,,2026-02-20 07:47:46.982,2026-02-20 07:47:46.982
cmlul7xyh0175t7xrq5arwoqj,CB00211,Nguyễn Thị Bích Diệp,1982-11-04 06:06:37.614,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000211,Thượng tá,P.Chủ nhiệm khoa,2010-03-08 23:22:28.903,,,,,,1,,,2026-02-20 07:47:46.985,2026-02-20 07:47:46.985
cmlul7xyl0177t7xr0891biru,CB00212,Lê Thị Hoa,1980-02-24 13:53:09.826,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000212,Trung tá,Chủ nhiệm bộ môn,1996-12-25 06:18:52.783,,,,,,1,,,2026-02-20 07:47:46.989,2026-02-20 07:47:46.989
cmlul7xyo0179t7xr0xk0us8t,CB00213,Trần Trung Phong,1969-11-30 18:01:39.693,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000213,Trung tá,Chủ nhiệm bộ môn,2015-11-26 00:21:58.63,,,,,,1,,,2026-02-20 07:47:46.992,2026-02-20 07:47:46.992
cmlul7xys017bt7xr809bze1q,CB00214,Hoàng Thị Thu Hà,1999-02-06 05:42:20.39,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000214,Thiếu tá,P. Chủ nhiệm bộ môn,2005-10-24 14:23:28.397,,,,,,1,,,2026-02-20 07:47:46.996,2026-02-20 07:47:46.996
cmlul7xyv017dt7xra88fzxp2,CB00215,Nguyễn Thanh Lam,1989-11-03 17:53:12.416,MALE,,,,,CAN_BO_CHI_HUY,,,,,cmjjumzap0001tsi2duq5956e,DANG_CONG_TAC,QN00000215,Đại tá,Chủ nhiệm khoa,1999-07-06 15:23:03.708,,,,,,1,,,2026-02-20 07:47:47,2026-02-20 07:47:47
